,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
196,31735051655482,"Your Unions Your Future,",,1928,,University of Pittsburgh,14,62,text,archival document
197,31735070075365,"Political action; Political action (Milwaukee, Wis.)",,,1912-09-28,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
198,31735061656884,"""Defend the Bill of Rights Rally"" Flyer",,,,University of Pittsburgh,2,67,text,archival document
199,31735051655813,Outcry from Occupied Berkeley,,,,University of Pittsburgh,14,29,text,archival document
200,31735061538124,"Halt the Railroad Wage Cut, By William Z. Foster,",,1938-10,,University of Pittsburgh,6,36,text,archival document
201,31735060482365,"""America of the Rich, by the Rich, and for the Rich""",,,,University of Pittsburgh,14,41,text,archival document
202,31735061539544,"The USSR and Finland, Historical, Economic, Political Facts and Documents,",,1939,,University of Pittsburgh,7,30,text,archival document
203,31735061657213,"""A Dangerous Woman"", Stella Petrosky Held for Deportation, by Sprad,",,1936-06,,University of Pittsburgh,2,17,text,archival document
204,31735070075191,"Political action; Political action (Milwaukee, Wis.)",,,1912-06-01,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
205,31735061659656,"""McCarthyism and the New Jersey Elections""",,,,University of Pittsburgh,3,5,text,archival document
206,31735061657429,"""Is This What Truman Means By Civil Rights!""",,,,University of Pittsburgh,2,25,text,archival document
207,31735047451079,"""Frame-up! Weapon of Employers to Break Unions....""",,,,University of Pittsburgh,,110,text,archival document
208,31735060482191,Send Nixon a Message Block Traffic Friday Morning,,,,University of Pittsburgh,14,81,text,archival document
209,31735061540997,"""What They Won't Tell You About Jobs and Prices"", The Unemployment- Inflation Trap and the Way Out of It, By Edward Boorstein",,1980-10,,University of Pittsburgh,8,61,text,archival document
210,31735061538579,"The Struggle Against Imperialist War and the Tasks of the Communists, Resolution of the VI World Congress of the Communist International July-August, 1928,",,1932-03,,University of Pittsburgh,6,97,text,archival document
211,31735061658237,"""Science and Life"", By J.G. Crowther,",,1938,,University of Pittsburgh,3,113,text,archival document
212,31735047451384,"National Labor Conference for Safe Energy and Full Employment,",,,,University of Pittsburgh,,147,text,archival document
213,31735058193982,"The Irregular N. 3,",,1966-01-03,,University of Pittsburgh,11,132,text,archival document
214,31735061542332,"""A Call to Easter 1963 Student Peace Walk"" Flyer,",,1963,,University of Pittsburgh,11,187,text,archival document
215,31735051655144,A War Ship Can Be Stopped,,1971-11,,University of Pittsburgh,14,87,text,archival document
216,31735061544692,"Young Socialist, An Amateur Monthly Socialist Magazine (2),",,,,University of Pittsburgh,11,2,text,archival document
217,31735061537985,"Are We Aryans?, By Gino Bardi,",,1939-05,,University of Pittsburgh,5,74,text,archival document
218,31735061537514,"Front Cover of the Magazine Communist International,",,1936-09-25,,University of Pittsburgh,4,160,still image,archival document
219,31735061659243,"""Constitution of the Communist Party of the United States of America"",",,1948-10,,University of Pittsburgh,4,36,text,archival document
220,31735061540112,"La Wisp (3),",,,,University of Pittsburgh,14,27,text,archival document
221,31735066249131,"Partisan Review, Vol. 1 No. 2,",,,,University of Pittsburgh,25,4,text,archival document
222,31735066227772,On Certain Aspects of Bourgeois Nationalism Pamphlet,,,,University of Pittsburgh,1,53,text,archival document
223,31735061658377,"""Appalachia U.S.A."", A Study in Poverty, By George Meyers",,,,University of Pittsburgh,3,74,text,archival document
224,31735061656108,"Now is the Time, by M.E. Travis",,,,University of Pittsburgh,1,43,text,archival document
225,31735061538439,"Women, War and Fascism, By Dorothy McConnell,",,1935-12,,University of Pittsburgh,6,6,text,archival document
226,31735066228291,"""Yiddish Short Stories"",",,1923,,University of Pittsburgh,5,15,text,archival document
227,31735061540088,"Flyer for the Peace and Freedom Party Nominee for Lieutenant Governor, Clyde Kuhn,",,1986,,University of Pittsburgh,8,30,text,archival document
228,31735067913248,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-07,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
229,31735061657569,"The Menace of American Imperialism, by William Z. Foster",,1945-10,,University of Pittsburgh,2,141,text,archival document
230,31735058193958,"""The Youth Peace Corps and the Cold War"" Memo,",,1961,,University of Pittsburgh,8,4,text,archival document
231,31735061657353,Only the People Can Decide,,,,University of Pittsburgh,2,48,text,archival document
232,31735058194055,"McCarthyism in the Courts: the story of the Steve Nelson Frame-up Pamphlet,",,1951,,University of Pittsburgh,2,122,text,archival document
233,31735061544072,Assorted Leftist Papers,,,,University of Pittsburgh,10,72,text,archival document
234,31735065151015,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1954-11-08,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
